week_date,R03,R06,flu_au_positives,flu_au_lagged,flu_eu_positives,R03_lag1,R03_lag4_avg,R06_lag1,trends_gripe_es_lag1,trends_resfriado_es_lag1,trends_paracetamol_es_lag1,temp_europe_lag12,humidity_europe_lag0,temp_eu,humidity_eu,trends_gripe_es,trends_flu_eu,trends_flu_composite,RSV,R03_lag4,R03_lag8,R03_lag26,R03_lag52,R03_roll4,R03_roll8,flu_au_lag26,flu_au_lag27,flu_au_lag28,flu_au_roll4_lag26,flu_au_roll8_lag26,flu_eu_lag1,flu_eu_lag2,temp_eu_lag2,temp_eu_lag4,temp_eu_lag8,temp_eu_roll4,trends_flu_eu_lag1,trends_composite_lag1,RSV_lag1,RSV_lag2,RSV_lag4,RSV_lag8,RSV_roll4,week_num,week_sin,week_cos,month_sin,month_cos,year_num
2018-01-28,47.0,13.0,56.0,428.0,11705.0,75.0,55.25,9.5,35.0,59.0,48.0,9.855212355212355,84.9942084942085,3.75965250965251,82.15444015444017,35.0,28.000000000000004,0.0,1988.0,63.0,40.0,7.0,55.41666667,55.25,48.875,428.0,437.0,284.0,243.25,146.25,10597.0,10215.0,6.513513513513514,4.49015444015444,7.661776061776061,5.0183880308880315,28.000000000000004,0.0,2202.0,2311.0,3126.0,2575.0,2538.5,4.0,0.4647231720437685,0.8854560256532099,0.49999999999999994,0.8660254037844387,4
2018-02-04,34.0,17.4,53.0,619.0,12485.0,47.0,51.25,13.0,35.0,59.0,48.0,7.971042471042471,82.35521235521234,5.033976833976834,84.9942084942085,17.0,18.0,27.666666666666668,1836.0,39.0,64.0,13.0,44.33333333,51.25,49.75,619.0,428.0,437.0,329.75,196.375,11705.0,10597.0,3.1849420849420853,5.884942084942085,3.60019305019305,4.835762548262549,28.000000000000004,0.0,1988.0,2202.0,2515.0,2879.0,2254.0,5.0,0.5680647467311558,0.8229838658936564,0.8660254037844386,0.5000000000000001,4
2018-02-11,71.25,6.66,36.0,817.0,12601.0,34.0,50.0,17.4,17.0,59.0,48.0,7.056370656370656,78.14671814671816,5.013899613899613,82.35521235521234,17.0,18.0,0.0,1840.0,44.0,34.0,12.0,27.0,50.0,46.0,817.0,619.0,428.0,442.0,269.875,12485.0,11705.0,3.75965250965251,6.513513513513514,4.364864864864865,4.623021235521236,18.0,27.666666666666668,1836.0,1988.0,2311.0,2863.0,2084.25,6.0,0.6631226582407952,0.7485107481711011,0.8660254037844386,0.5000000000000001,4
2018-02-18,48.0,6.0,73.0,901.0,13710.0,71.25,56.8125,6.66,17.0,44.0,43.0,7.661776061776061,81.01930501930504,0.9646718146718146,78.14671814671816,17.0,18.0,0.0,1776.0,75.0,32.0,20.0,18.0,56.8125,50.65625,901.0,817.0,619.0,575.25,365.625,12601.0,12485.0,5.033976833976834,3.1849420849420853,4.715637065637066,4.248117760617761,18.0,0.0,1840.0,1836.0,2202.0,2915.0,1966.5,7.0,0.7485107481711011,0.6631226582407953,0.8660254037844386,0.5000000000000001,4
2018-02-25,70.0,11.0,53.0,876.0,12634.0,48.0,50.0625,6.0,17.0,44.0,43.0,3.60019305019305,69.49613899613901,3.1125482625482626,81.01930501930504,17.0,18.0,0.0,1624.0,47.0,63.0,23.0,36.0,50.0625,52.65625,876.0,901.0,817.0,691.25,467.25,13710.0,12601.0,5.013899613899613,3.75965250965251,4.49015444015444,3.693050193050193,18.0,0.0,1776.0,1840.0,1988.0,3126.0,1860.0,8.0,0.8229838658936564,0.5680647467311559,0.8660254037844386,0.5000000000000001,4
2018-03-04,68.0,14.5,37.0,804.0,10752.0,70.0,55.8125,11.0,17.0,44.0,43.0,4.364864864864865,66.41505791505793,1.1281853281853282,69.49613899613901,7.000000000000001,14.000000000000002,20.0,1508.0,34.0,39.0,16.0,48.0,55.8125,53.53125,804.0,876.0,901.0,803.25,566.5,12634.0,13710.0,0.9646718146718146,5.033976833976834,5.884942084942085,3.531274131274131,18.0,0.0,1624.0,1776.0,1836.0,2515.0,1769.0,9.0,0.8854560256532099,0.4647231720437686,1.0,6.123233995736766e-17,4
2018-03-11,68.0,16.4,32.0,960.0,10634.0,68.0,64.3125,14.5,7.000000000000001,44.0,43.0,4.715637065637066,82.65250965250966,-1.9768339768339769,66.41505791505793,7.000000000000001,14.000000000000002,0.0,1254.0,71.25,44.0,8.0,20.0,64.3125,57.15625,960.0,804.0,876.0,849.5,645.75,10752.0,12634.0,3.1125482625482626,5.013899613899613,6.513513513513514,2.554826254826255,14.000000000000002,20.0,1508.0,1624.0,1840.0,2311.0,1687.0,10.0,0.9350162426854148,0.35460488704253557,1.0,6.123233995736766e-17,4
2018-03-18,61.0,24.0,22.0,869.0,8265.0,68.0,63.5,16.4,7.000000000000001,37.0,35.0,4.49015444015444,75.83204633204632,6.565250965250966,82.65250965250966,7.000000000000001,14.000000000000002,0.0,1265.0,48.0,75.0,30.0,25.0,63.5,60.15625,869.0,960.0,804.0,885.25,730.25,10634.0,10752.0,1.1281853281853282,0.9646718146718146,3.1849420849420853,0.8071428571428572,14.000000000000002,0.0,1254.0,1508.0,1776.0,2202.0,1540.5,11.0,0.970941817426052,0.23931566428755804,1.0,6.123233995736766e-17,4
2018-03-25,58.0,17.5,28.0,721.0,6396.0,61.0,66.75,24.0,7.000000000000001,37.0,35.0,5.884942084942085,71.65444015444017,6.04054054054054,75.83204633204632,7.000000000000001,14.000000000000002,0.0,843.0,70.0,47.0,19.0,31.0,66.75,58.40625,721.0,869.0,960.0,877.25,784.25,8265.0,10634.0,-1.9768339768339769,3.1125482625482626,3.75965250965251,2.207287644787645,14.000000000000002,0.0,1265.0,1254.0,1624.0,1988.0,1412.75,12.0,0.992708874098054,0.120536680255323,1.0,6.123233995736766e-17,4
2018-04-01,51.0,21.1,25.0,529.0,4404.0,58.0,63.75,17.5,7.000000000000001,37.0,35.0,6.513513513513514,77.8880308880309,3.2023166023166025,71.65444015444017,4.0,11.0,16.0,799.0,68.0,34.0,98.0,20.0,63.75,59.78125,529.0,721.0,869.0,838.5,820.875,6396.0,8265.0,6.565250965250966,1.1281853281853282,5.033976833976834,2.9392857142857145,14.000000000000002,0.0,843.0,1265.0,1508.0,1836.0,1217.5,13.0,1.0,-1.6081226496766366e-16,0.8660254037844387,-0.4999999999999998,4
