model,MAPE_mean,MAPE_std,MAPE_min,MAPE_max,MAE_mean,MAE_std,RMSE_mean,RMSE_std,R2_mean,R2_std,n_folds
Model_A_lags_only,53.37976836206027,34.38776867445183,9.1170051773206,220.7646095993543,18.415699861150603,8.95208490858458,21.778669706415215,10.320871084600084,-3.299503676729117,8.695949074572757,48
Model_B_lags_FluNet,48.62550518946134,35.61683527754346,10.339276562310214,218.44970674225777,16.529608721534412,7.410315397130691,19.531144318201015,9.185670325040862,-2.244352112309286,3.6621445119095886,48
