time,temperature_2m,relative_humidity_2m
2012-01-01,12.1,92.0
2012-01-08,7.9142857142857155,79.71428571428571
2012-01-15,5.428571428571429,88.71428571428571
2012-01-22,5.528571428571429,84.0
2012-01-29,5.428571428571429,89.71428571428571
2012-02-05,-3.2142857142857144,61.142857142857146
2012-02-12,-4.0285714285714285,63.142857142857146
2012-02-19,4.671428571428572,87.28571428571429
2012-02-26,5.471428571428571,83.14285714285714
2012-03-04,8.442857142857143,89.0
2012-03-11,6.414285714285714,81.28571428571429
2012-03-18,9.128571428571428,84.28571428571429
2012-03-25,9.914285714285715,73.14285714285714
2012-04-01,11.1,65.71428571428571
2012-04-08,8.5,70.28571428571429
2012-04-15,8.385714285714286,77.57142857142857
2012-04-22,7.628571428571428,76.85714285714286
2012-04-29,11.185714285714285,77.71428571428571
2012-05-06,12.342857142857143,80.71428571428571
2012-05-13,14.514285714285716,73.71428571428571
2012-05-20,12.414285714285715,71.14285714285714
2012-05-27,18.114285714285714,74.28571428571429
2012-06-03,18.342857142857145,70.85714285714286
2012-06-10,15.028571428571428,71.71428571428571
2012-06-17,15.299999999999999,76.57142857142857
2012-06-24,16.757142857142856,74.14285714285714
2012-07-01,18.685714285714287,75.42857142857143
2012-07-08,18.342857142857145,75.0
2012-07-15,16.214285714285715,76.71428571428571
2012-07-22,17.32857142857143,69.42857142857143
2012-07-29,20.957142857142856,65.71428571428571
2012-08-05,18.657142857142855,70.0
2012-08-12,19.67142857142857,62.714285714285715
2012-08-19,23.985714285714288,56.285714285714285
2012-08-26,20.685714285714287,62.857142857142854
2012-09-02,18.385714285714283,57.142857142857146
2012-09-09,18.957142857142856,59.857142857142854
2012-09-16,16.414285714285715,69.85714285714286
2012-09-23,14.457142857142857,67.28571428571429
2012-09-30,13.642857142857142,76.42857142857143
2012-10-07,14.742857142857144,76.57142857142857
2012-10-14,12.328571428571427,87.0
2012-10-21,14.171428571428573,83.57142857142857
2012-10-28,10.457142857142857,83.57142857142857
2012-11-04,8.028571428571428,82.57142857142857
2012-11-11,7.928571428571429,86.28571428571429
2012-11-18,6.6571428571428575,91.85714285714286
2012-11-25,9.042857142857143,87.28571428571429
2012-12-02,4.728571428571429,85.42857142857143
2012-12-09,3.4857142857142853,87.42857142857143
2012-12-16,3.885714285714286,86.0
2012-12-23,7.8999999999999995,89.85714285714286
2012-12-30,9.5,81.0
2013-01-06,8.014285714285714,89.57142857142857
2013-01-13,5.0,90.42857142857143
2013-01-20,-1.8285714285714287,84.28571428571429
2013-01-27,0.4571428571428572,91.14285714285714
2013-02-03,7.114285714285714,85.0
2013-02-10,3.1,83.42857142857143
2013-02-17,2.8714285714285714,84.57142857142857
2013-02-24,0.47142857142857153,72.14285714285714
2013-03-03,2.6285714285714286,83.28571428571429
2013-03-10,8.642857142857142,80.14285714285714
2013-03-17,1.0285714285714287,80.57142857142857
2013-03-24,6.1571428571428575,79.14285714285714
2013-03-31,2.914285714285714,66.14285714285714
2013-04-07,4.742857142857143,67.42857142857143
2013-04-14,10.471428571428572,80.14285714285714
2013-04-21,11.742857142857144,71.14285714285714
2013-04-28,11.185714285714285,72.0
2013-05-05,11.257142857142856,74.14285714285714
2013-05-12,13.042857142857143,72.14285714285714
2013-05-19,11.828571428571427,74.42857142857143
2013-05-26,9.785714285714286,81.28571428571429
2013-06-02,12.385714285714286,76.85714285714286
2013-06-09,16.571428571428573,71.57142857142857
2013-06-16,15.814285714285715,75.14285714285714
2013-06-23,18.842857142857145,79.28571428571429
2013-06-30,15.285714285714286,72.71428571428571
2013-07-07,19.271428571428572,74.42857142857143
2013-07-14,20.385714285714283,64.14285714285714
2013-07-21,24.271428571428572,56.857142857142854
2013-07-28,24.057142857142857,67.42857142857143
