time,temperature_2m,relative_humidity_2m
2012-01-01,7.2,95.0
2012-01-08,5.1000000000000005,84.28571428571429
2012-01-15,3.8285714285714287,82.14285714285714
2012-01-22,2.2,90.14285714285714
2012-01-29,-2.085714285714286,77.57142857142857
2012-02-05,-8.657142857142857,61.0
2012-02-12,-9.1,72.85714285714286
2012-02-19,1.3714285714285714,84.57142857142857
2012-02-26,4.542857142857143,81.14285714285714
2012-03-04,5.014285714285714,85.57142857142857
2012-03-11,3.357142857142857,73.57142857142857
2012-03-18,7.928571428571429,80.71428571428571
2012-03-25,8.857142857142858,75.85714285714286
2012-04-01,7.457142857142857,72.0
2012-04-08,4.614285714285714,74.28571428571429
2012-04-15,7.8999999999999995,74.42857142857143
2012-04-22,8.657142857142857,64.28571428571429
2012-04-29,14.414285714285715,66.0
2012-05-06,15.014285714285714,73.28571428571429
2012-05-13,14.785714285714286,66.85714285714286
2012-05-20,12.614285714285716,60.285714285714285
2012-05-27,19.5,53.714285714285715
2012-06-03,13.985714285714286,62.857142857142854
2012-06-10,14.742857142857144,68.85714285714286
2012-06-17,16.97142857142857,69.71428571428571
2012-06-24,17.742857142857144,73.14285714285714
2012-07-01,18.62857142857143,75.71428571428571
2012-07-08,20.32857142857143,80.42857142857143
2012-07-15,17.114285714285714,73.85714285714286
2012-07-22,15.657142857142857,74.28571428571429
2012-07-29,21.414285714285715,69.85714285714286
2012-08-05,19.685714285714287,72.57142857142857
2012-08-12,17.45714285714286,69.28571428571429
2012-08-19,19.057142857142857,69.71428571428571
2012-08-26,20.32857142857143,71.28571428571429
2012-09-02,17.52857142857143,72.85714285714286
2012-09-09,16.67142857142857,74.14285714285714
2012-09-16,16.242857142857144,69.85714285714286
2012-09-23,13.414285714285715,68.71428571428571
2012-09-30,14.257142857142856,73.14285714285714
2012-10-07,12.057142857142859,79.0
2012-10-14,8.62857142857143,80.57142857142857
2012-10-21,11.700000000000001,83.0
2012-10-28,7.957142857142857,79.85714285714286
2012-11-04,5.3,86.0
2012-11-11,7.942857142857143,83.85714285714286
2012-11-18,2.5571428571428574,92.42857142857143
2012-11-25,5.585714285714286,92.57142857142857
2012-12-02,3.6714285714285713,90.57142857142857
2012-12-09,-2.0571428571428574,85.0
2012-12-16,-2.0714285714285716,90.85714285714286
2012-12-23,-0.07142857142857141,90.71428571428571
2012-12-30,5.114285714285714,83.28571428571429
2013-01-06,6.3,88.71428571428571
2013-01-13,1.342857142857143,90.85714285714286
2013-01-20,-3.8857142857142857,77.42857142857143
2013-01-27,-6.442857142857143,81.14285714285714
2013-02-03,3.5857142857142854,86.14285714285714
